weight_formula, fairness_lambda, Acc_lr            , Acc_unweight      , Acc_weighted      , Acc_fairreg       , F1_lr             , F1_unweight       , F1_weighted       , F1_fairreg        , AOD_lr              , AOD_unweight        , AOD_weighted         , AOD_fairreg         , EOD_lr               , EOD_unweight          , EOD_weighted         , EOD_fairreg          , I_sep_lr              , I_sep_bi              , I_sep_weighted_bi     , I_sep_fairreg_bi     , violate_r, violate_r_weighted, violate_r_fairreg, violate_comp_r, violate_comp_r_w, violate_comp_r_fairreg
eq15          ,             0.1, 0.8026315789473685, 0.7763157894736842, 0.8289473684210527, 0.8157894736842105, 0.8333333333333334, 0.7926829268292683, 0.8354430379746836, 0.8227848101265823, -0.21306818181818188, -0.11096437346437343, -0.017337223587223616, -0.07541461916461911, -0.13636363636363635 , -0.06511056511056512  , 0.0073710073710073765, 0.03439803439803446  , 0.029636317810546386  , 0.006233092016795038  , 9.949188526400784e-05 , 0.0017394711117755411,      0.04,               0.06,              0.05,           0.34,             0.11,                   0.39
eq15          ,             0.1, 0.7828947368421053, 0.7697368421052632, 0.7763157894736842, 0.7368421052631579, 0.8135593220338984, 0.7878787878787878, 0.8023255813953488, 0.75              , 0.09135732531311791 , 0.16976454350692155 , 0.2215474620962426   , 0.17932288233355304 , -0.007910349373764003, 0.11140408701384308   , 0.16809492419248517  , 0.13052076466710616  , 0.00175571940922427   , 0.011734894069663352  , 0.023705311710035273  , 0.01251429651603689  ,      0.52,               0.66,              0.51,           0.58,             0.85,                   0.49
eq15          ,             0.1, 0.868421052631579 , 0.7763157894736842, 0.7828947368421053, 0.7960526315789473, 0.8863636363636364, 0.7901234567901234, 0.7950310559006211, 0.8074534161490683, -0.03500000000000003, 0.13464285714285718 , 0.10008928571428577  , 0.04991071428571431 , -0.1785714285714286  , 0.1607142857142857    , 0.1116071428571429   , 0.03125              , 0.005567757064537678  , 0.012426334167954278  , 0.006708050430971297  , 0.0012814895842502589,      0.38,               0.31,              0.22,           0.51,             0.27,                   0.14
eq15          ,             0.1, 0.8552631578947368, 0.8026315789473685, 0.7631578947368421, 0.7697368421052632, 0.8735632183908046, 0.8076923076923077, 0.76              , 0.7682119205298014, -0.07409105253541948, 0.048600107407222815, 0.059542356647344474 , 0.07018065451968486 , -0.027963525835866254, 0.04437689969604863   , 0.06626139817629184  , 0.08753799392097261  , 0.002268527492383134  , 0.0012791910839356352 , 0.0020482241637662093 , 0.0032262580383053234,      0.4 ,               0.42,              0.4 ,           0.24,             0.16,                   0.21
eq15          ,             0.1, 0.8223684210526315, 0.8157894736842105, 0.7828947368421053, 0.7763157894736842, 0.8383233532934131, 0.825             , 0.7692307692307693, 0.7638888888888888, -0.1882177080858478 , 0.0340045141363744  , 0.028045062168369383 , 0.01148332937356461 , -0.11231884057971009 , -0.0012077294685990392, -0.04227053140096615 , -0.09178743961352653 , 0.015482700984913672  , 0.00021009887486065563, 5.110425824448127e-06 , 0.0006648663818509777,      0.53,               0.29,              0.41,           0.36,             0.33,                   0.37
eq15          ,             0.1, 0.8486842105263158, 0.8026315789473685, 0.8223684210526315, 0.7960526315789473, 0.863905325443787 , 0.8026315789473685, 0.8280254777070064, 0.7973856209150327, 0.025994318181818077, 0.09086731283422461 , 0.11806483957219249  , 0.09867981283422461 , -0.11363636363636365 , -0.021390374331550777 , 0.017379679144385096 , -0.021390374331550777, 0.0005482156278641495 , 0.0013585538830618658 , 0.004026503613873953  , 0.0016029287199260092,      0.91,               0.93,              0.95,           0.59,             0.69,                   0.62
eq15          ,             0.1, 0.8421052631578947, 0.7697368421052632, 0.7763157894736842, 0.7697368421052632, 0.8620689655172413, 0.7878787878787878, 0.7976190476190477, 0.7878787878787878, 0.016026317412802804, 0.05708274758205112 , 0.03938764776353931  , 0.05708274758205112 , -0.08996328029375766 , -0.025091799265605896 , -0.07772337821297437 , -0.025091799265605896, 0.00023038357616537249, 0.0005745488847784611 , 5.538046421630347e-06 , 0.0005745488847784609,      0.25,               0.28,              0.25,           0.26,             0.38,                   0.31
eq15          ,             0.1, 0.868421052631579 , 0.7960526315789473, 0.7894736842105263, 0.7828947368421053, 0.8876404494382022, 0.8342245989304813, 0.8260869565217391, 0.8235294117647058, -0.03751688618709892, -0.04649189463019243, 0.010925363053022608 , -0.02506332320162108, -0.03138297872340434 , -0.0989361702127659   , -0.09521276595744688 , -0.073936170212766   , 0.0010333288914862562 , 0.003304361131341796  , 0.0009457646960602075 , 0.0014360159139601724,      0.17,               0.32,              0.13,           0.2 ,             0.27,                   0.12
eq15          ,             0.1, 0.8223684210526315, 0.7763157894736842, 0.7697368421052632, 0.7894736842105263, 0.8363636363636363, 0.7875            , 0.7741935483870968, 0.8048780487804879, -0.2960600650818042 , -0.03949700417091728, 0.0061934246716855434, -0.06973292571118656, -0.255581668625147   , -0.044653349001175124 , -0.012338425381903662, -0.02820211515863691 , 0.05948294343054543   , 0.0009992609451080696 , 3.7453391161521904e-08, 0.0019609227853093665,      0.1 ,               0.17,              0.1 ,           0.21,             0.18,                   0.23
eq15          ,             0.1, 0.8157894736842105, 0.7763157894736842, 0.7894736842105263, 0.8092105263157895, 0.8426966292134831, 0.7875            , 0.8072289156626506, 0.8198757763975155, -0.10387516884573222, 0.05491840184859531 , 0.08755553856479004  , 0.06526790189531989 , -0.13303769401330368 , 0.15964523281596454   , 0.06208425720620847  , 0.08647450110864752  , 0.009173687319950564  , 0.005965593161686861  , 0.0033071856385771953 , 0.0035286960523743236,      0.32,               0.48,              0.42,           0.27,             0.3 ,                   0.31
