fairness_lambda, num_comp_pairs_eval, Acc_lr            , Acc_unweight      , Acc_weighted      , Acc_fairreg, F1_lr             , F1_unweight       , F1_weighted       , F1_fairreg, AOD_lr             , AOD_unweight       , AOD_weighted       , AOD_fairreg, EOD_lr             , EOD_unweight       , EOD_weighted        , EOD_fairreg, I_sep_lr             , I_sep_bi           , I_sep_weighted_bi   , I_sep_fairreg_bi, violate_r, violate_r_weighted, violate_r_fairreg, violate_comp_r, violate_comp_r_w, violate_comp_r_fairreg
            0.1,                  98, 0.8517760262053434, 0.7112293991196642, 0.7267888217831917,            , 0.6638811513463324, 0.593457270500072 , 0.6163576254132528,           , 0.1129446440217445 , 0.33837838496927586, 0.11794980567335578,            , 0.15409083456304307, 0.2869240859157238 , 0.03446466633874401 ,            , 0.0070960625822974206, 0.08041501697967555, 0.017586742065327714,                 ,       1.0,                1.0,                  ,           0.93,             0.43, 
            0.1,                  98, 0.8538233186610708, 0.7138908793121097, 0.710308117514587 ,            , 0.664631282292156 , 0.590236035771881 , 0.6084670724958495,           , 0.0834043308100677 , 0.3178236525561488 , 0.11603527917035084,            , 0.0946313706086096 , 0.23404255319148937, 0.01651410192973779 ,            , 0.005769435298840546 , 0.08177232642963306, 0.019649498700961922,                 ,       1.0,                1.0,                  ,           0.86,             0.43, 
            0.1,                  98, 0.8522878493192753, 0.7154263486539052, 0.710308117514587 ,            , 0.6635579389134997, 0.5945157526254375, 0.6074895977808599,           , 0.08535944156317843, 0.2888804895989981 , 0.11667046269980008,            , 0.0927092810369422 , 0.205706439330121  , 0.028790533634352133,            , 0.00644412230447736  , 0.06937163285458763, 0.01797892077161686 ,                 ,       1.0,                1.0,                  ,           0.76,             0.39, 
            0.1,                  98, 0.8567918927218753, 0.713686150066537 , 0.6894257344661685,            , 0.6568555310277164, 0.5785746572246497, 0.5835849574526489,           , 0.10366526350800359, 0.34100403043371347, 0.14239141897105057,            , 0.1407029756667078 , 0.29265593765775844, 0.04891665351198693 ,            , 0.006184567646038568 , 0.0816258106967107 , 0.024571537618523147,                 ,       1.0,                1.0,                  ,           0.83,             0.49, 
            0.1,                  98, 0.852492578564848 , 0.7179854642235644, 0.7266864571604054,            , 0.6657388077012294, 0.5995057421136794, 0.6175880836436551,           , 0.08654382316911391, 0.32931102602916357, 0.09347519283980621,            , 0.09573680313128108, 0.2688247117317254 , 0.02682746218131815 ,            , 0.006439913252944179 , 0.08005651954002183, 0.011101223118639281,                 ,       1.0,                1.0,                  ,           0.78,             0.46, 
            0.1,                  98, 0.8576108097041663, 0.7306786774490736, 0.7101033882690142,            , 0.6680983058935814, 0.5983819264234468, 0.5992074724030569,           , 0.08678930702797877, 0.28674188522250965, 0.11612881280081   ,            , 0.10112097220322047, 0.2234330480093747 , 0.055392801270574   ,            , 0.006078285317633931 , 0.06457612589770548, 0.014191601902689734,                 ,       1.0,                1.0,                  ,           0.77,             0.36, 
            0.1,                  98, 0.8514689323369843, 0.721261132152728 , 0.7176783703552052,            , 0.6572171037089535, 0.5942482491431977, 0.6055491990846682,           , 0.08657643181997876, 0.3206316509188444 , 0.0993643999113143 ,            , 0.09116608790055292, 0.24924472819561572, 0.01922366254700225 ,            , 0.006990632917738457 , 0.08219763663687867, 0.013947869559501619,                 ,       1.0,                1.0,                  ,           0.8 ,             0.41, 
            0.1,                  98, 0.8493192752584706, 0.7156310778994779, 0.7060088033575597,            , 0.6559139784946236, 0.5907483794932233, 0.5975336322869955,           , 0.11359015400289219, 0.34211837782947696, 0.22927307898960436,            , 0.14055356389282508, 0.2969908440440445 , 0.14142048771543325 ,            , 0.008939791583688565 , 0.0821000185530407 , 0.048775295655476926,                 ,       1.0,                1.0,                  ,           0.87,             0.65, 
            0.1,                  98, 0.8522878493192753, 0.7070324495854233, 0.7379465656669055,            , 0.6578136115722077, 0.5796122209165687, 0.6157310117081958,           , 0.09656771210421589, 0.35012903114763444, 0.1775182608864364 ,            , 0.12204186629235636, 0.3107156943493845 , 0.10744840666798139 ,            , 0.006194926616850683 , 0.08148339930017809, 0.030116035111854775,                 ,       1.0,                1.0,                  ,           0.81,             0.5 , 
            0.1,                  98, 0.8531067663015662, 0.7218753198894462, 0.7141979731804688,            , 0.6651108518086347, 0.5989667896678966, 0.6064279672963068,           , 0.07896529269837654, 0.30951638171844403, 0.07823153034900787,            , 0.08545596009314538, 0.2555291300173268 , 0.002549359349306335,            , 0.005581633050159497 , 0.06987943959599642, 0.009558808817508842,                 ,       1.0,                1.0,                  ,           0.87,             0.33, 
