Acc_lr            , Acc_unweight      , Acc_weighted      , F1_lr              , F1_unweight       , F1_weighted       , AOD_lr                , AOD_unweight       , AOD_weighted        , EOD_lr               , EOD_unweight       , EOD_weighted          , I_sep_lr              , I_sep_bi           , I_sep_weighted_bi   , violate_r, violate_r_weighted, violate_comp_r, violate_comp_r_w
0.7903675202335146, 0.7085931626199637, 0.7225686612710628, 0.38393553418247983, 0.5943483346672412, 0.6106870229007634, -0.0065506736548570366, 0.3410920278918819 , 0.25361584064221826 , -0.021458315919241633, 0.2749014179103383 , 0.1729005448838743    , 2.065136525479941e-05 , 0.08548605566934243, 0.054820159042999604,       1.0,                1.0,            1.0,              1.0
0.791296271726151 , 0.7073106010348945, 0.6974923709698819, 0.385946649316851  , 0.588637493784187 , 0.5985444300974293, -0.010759938739885122 , 0.33471882312672974, 0.1348270708873991  , -0.025781910397294994, 0.2671571217244295 , 0.05860365595942518   , 8.009786389842573e-08 , 0.082538897811801  , 0.019299729667642825,       1.0,                1.0,            1.0,              1.0
0.7871832294016187, 0.707133695988678 , 0.7131926938215912, 0.38685015290519875, 0.5928931513586623, 0.6114672578036068, 0.004495017559534742  , 0.33593511771621565, 0.13625564304543947 , 0.0015693917028116733, 0.2673110413817975 , 0.05362377606733104   , 5.64214763202284e-05  , 0.08371498658298145, 0.020784091356047748,       1.0,                1.0,            1.0,              1.0
0.7895272212639866, 0.7127504312060502, 0.70231303347928  , 0.3855390574564235 , 0.5965086662110952, 0.6029142823432246, -0.00729613872218926  , 0.32802622046909485, 0.12507758331304242 , -0.021068067754077824, 0.2613739021329987 , 0.05069766833960687   , 8.353756823948636e-06 , 0.08018824366420486, 0.017215877414691834,       1.0,                1.0,            1.0,              1.0
0.7915616292954757, 0.7127504312060502, 0.7210207421166689, 0.38831927319922127, 0.598404748655166 , 0.6178359384466254, -0.009127541855841415 , 0.33043021354211954, 0.07398919827368677 , -0.025135051040108547, 0.2599480414318971 , 0.00774729991640144   , 6.310330079507224e-06 , 0.08294920421564315, 0.008057716992710257,       1.0,                1.0,            1.0,              1.0
0.7918269868648004, 0.7200477643624784, 0.7227897925788334, 0.3903639424944955 , 0.6031347962382445, 0.6099564405724953, 0.0003523086505705375 , 0.2858696748719356 , 0.046108881871589236, -0.005027840474891854, 0.20021270211504838, 0.0032784801332677027 , 2.3387957422295533e-05, 0.06889475363222879, 0.003156079247982494,       1.0,                1.0,            1.0,              1.0
0.7812126840918138, 0.7151828755915263, 0.7404360709389235, 0.4639722613500921 , 0.6037410780211666, 0.6323372799599073, 0.06387211043938043   , 0.3228848719848841 , 0.0652267411571944  , 0.047224804952026744 , 0.24613196624475897, -0.01699261481244141  , 0.005119076258947328  , 0.08156441656671062, 0.00853083645395234 ,       1.0,                1.0,            1.0,              1.0
0.7874928132324974, 0.7111582857901022, 0.719472822962275 , 0.3843689942344651 , 0.5980675733891316, 0.6172228592118761, -0.010381854377613908 , 0.34113841177928333, 0.20442270884950803 , -0.02930686969903279 , 0.2809178014714061 , 0.1195327387245777    , 1.0594992245950476e-05, 0.0836191827084867 , 0.03937316748484156 ,       1.0,                1.0,            1.0,              1.0
0.7917827606032463, 0.7124850736367255, 0.7185440714696387, 0.398876404494382  , 0.595834628535903 , 0.6139754943588499, -0.006334047736926751 , 0.34135721757566545, 0.1084889060695623  , -0.022651396478071184, 0.2857987554426258 , 0.04368773615548127   , 3.530875859713824e-05 , 0.08284461747768362, 0.01317638900875296 ,       1.0,                1.0,            1.0,              1.0
0.8011587280527177, 0.7132811463446995, 0.7454778647560921, 0.43645023815492606, 0.6020013506047026, 0.6275321985631998, 0.04149407495990454   , 0.3169380679578669 , 0.05802757032297856 , 0.04298637184480081  , 0.23837055222943926, -0.0060057279038767675, 0.0021996118418437897 , 0.07920820254966818, 0.00595282600082543 ,       1.0,                1.0,            1.0,              1.0
